RF00013	AAAP01001314	RF00013	AAMY01000003	1	2	1
RF00013	AAAP01001314	RF00013	AAPJ01000002	1	3	1
RF00013	AAAP01001314	RF00013	AATP01000004	1	4	1
RF00013	AAAP01001314	RF00013	AAUW01000002	1	5	1
RF00013	AAAP01001314	RF00013	AE008917	1	6	1
RF00013	AAAP01001314	RF00013	AM236080	1	7	1
RF00013	AAAP01001314	RF00013	AM939562	8		1
RF00013	AAAP01001314	RF00013	BA000012	1	9	1
RF00013	AAAP01001314	RF00013	BA000040	1	10	1
RF00013	AAAP01001314	RF00013	BX572607	1	11	1
RF00013	AAAP01001314	RF00013	BX897700	1	12	1
RF00013	AAAP01001314	RF00013	CP000115	1	13	1
RF00013	AAAP01001314	RF00013	CP000283	1	14	1
RF00013	AAAP01001314	RF00013	CP000319	1	15	1
RF00013	AAAP01001314	RF00013	CP000390	1	16	1
RF00013	AAAP01001314	RF00013	CP000463	1	17	1
RF00013	AAAP01001314	RF00013	CP000524	1	18	1
RF00013	AAAP01001314	RF00013	CP000738	1	19	1
RF00013	AAAP01001314	RF00013	CP000781	1	20	1
RF00013	AAAP01001314	RF00015	AABY01000063	1	21	0
RF00013	AAAP01001314	RF00015	AABZ01000001	1	22	0
RF00013	AAAP01001314	RF00015	AACD01000007	1	23	0
RF00013	AAAP01001314	RF00015	AACE03000002	1	24	0
RF00013	AAAP01001314	RF00015	AACF01000119	1	25	0
RF00013	AAAP01001314	RF00015	AACQ01000084	1	26	0
RF00013	AAAP01001314	RF00015	AACU03000146	1	27	0
RF00013	AAAP01001314	RF00015	AADM01000245	1	28	0
RF00013	AAAP01001314	RF00015	AAEC03000003	1	29	0
RF00013	AAAP01001314	RF00015	AAEG01000006	1	30	0
RF00013	AAAP01001314	RF00015	AAFM01000021	1	31	0
RF00013	AAAP01001314	RF00015	AAFT01000065	1	32	0
RF00013	AAAP01001314	RF00015	AAFU01001086	1	33	0
RF00013	AAAP01001314	RF00015	AAGT01000338	1	34	0
RF00013	AAAP01001314	RF00015	AAID01000631	1	35	0
RF00013	AAAP01001314	RF00015	AAIH02000036	1	36	0
RF00013	AAAP01001314	RF00015	AAJN01000077	1	37	0
RF00013	AAAP01001314	RF00015	AAKD03000006	1	38	0
RF00013	AAAP01001314	RF00015	AAKE03000003	1	39	0
RF00013	AAAP01001314	RF00015	AAPO01000090	40		0
RF00013	AAAP01001314	RF00162	AACY020322622	1	41	0
RF00013	AAAP01001314	RF00162	AAEW02000009	1	42	0
RF00013	AAAP01001314	RF00162	AAJM01000461	1	43	0
RF00013	AAAP01001314	RF00162	AAML04000010	1	44	0
RF00013	AAAP01001314	RF00162	AANC01000003	1	45	0
RF00013	AAAP01001314	RF00162	AAOG01000001	1	46	0
RF00013	AAAP01001314	RF00162	AAOX01000002	1	47	0
RF00013	AAAP01001314	RF00162	AAOX01000005	1	48	0
RF00013	AAAP01001314	RF00162	AAOX01000006	1	49	0
RF00013	AAAP01001314	RF00162	AAOX01000006	1	50	0
RF00013	AAAP01001314	RF00162	AAOX01000018	1	51	0
RF00013	AAAP01001314	RF00162	AARG01000011	1	52	0
RF00013	AAAP01001314	RF00162	AARI02000249	1	53	0
RF00013	AAAP01001314	RF00162	AARL02000014	1	54	0
RF00013	AAAP01001314	RF00162	AARM02000086	1	55	0
RF00013	AAAP01001314	RF00162	AAXV01000005	1	56	0
RF00013	AAAP01001314	RF00162	AAXV01000007	1	57	0
RF00013	AAAP01001314	RF00162	AAXV01000007	1	58	0
RF00013	AAAP01001314	RF00162	AAXV01000010	1	59	0
RF00013	AAAP01001314	RF00162	ACMT01000176	60		0
RF00013	AAAP01001314	RF00379	AAEK01000002	1	61	0
RF00013	AAAP01001314	RF00379	AAEK01000002	1	62	0
RF00013	AAAP01001314	RF00379	AAES01000021	1	63	0
RF00013	AAAP01001314	RF00379	AAFX01048773	1	64	0
RF00013	AAAP01001314	RF00379	AAJM01000133	1	65	0
RF00013	AAAP01001314	RF00379	AAOX01000003	1	66	0
RF00013	AAAP01001314	RF00379	AAOX01000019	1	67	0
RF00013	AAAP01001314	RF00379	AAWL01000006	1	68	0
RF00013	AAAP01001314	RF00379	AAXV01000026	1	69	0
RF00013	AAAP01001314	RF00379	AB001488	1	70	0
RF00013	AAAP01001314	RF00379	ABDA02000001	1	71	0
RF00013	AAAP01001314	RF00379	ACMD01000040	1	72	0
RF00013	AAAP01001314	RF00379	AE008691	1	73	0
RF00013	AAAP01001314	RF00379	AE017194	1	74	0
RF00013	AAAP01001314	RF00379	AE017225	1	75	0
RF00013	AAAP01001314	RF00379	AE017333	1	76	0
RF00013	AAAP01001314	RF00379	BA000004	1	77	0
RF00013	AAAP01001314	RF00379	BA000043	1	78	0
RF00013	AAAP01001314	RF00379	BA000043	79		0
RF00013	AAAP01001314	RF00379	CP000001	1	80	0
RF00013	AAAP01001314	RF00380	AASN01000027	1	81	0
RF00013	AAAP01001314	RF00380	AAWL01000016	1	82	0
RF00013	AAAP01001314	RF00380	AB385841	1	83	0
RF00013	AAAP01001314	RF00380	ABIN01000151	1	84	0
RF00013	AAAP01001314	RF00380	ABJD02000101	1	85	0
RF00013	AAAP01001314	RF00380	ABVP01000024	1	86	0
RF00013	AAAP01001314	RF00380	ABXV02000030	1	87	0
RF00013	AAAP01001314	RF00380	ACBV01000002	1	88	0
RF00013	AAAP01001314	RF00380	ACCD01000002	1	89	0
RF00013	AAAP01001314	RF00380	ACCI02000061	1	90	0
RF00013	AAAP01001314	RF00380	ACNO01000010	1	91	0
RF00013	AAAP01001314	RF00380	AE016822	1	92	0
RF00013	AAAP01001314	RF00380	AE016825	1	93	0
RF00013	AAAP01001314	RF00380	AE016958	1	94	0
RF00013	AAAP01001314	RF00380	AE016958	1	95	0
RF00013	AAAP01001314	RF00380	AF031552	1	96	0
RF00013	AAAP01001314	RF00380	AP008232	1	97	0
RF00013	AAAP01001314	RF00380	AY129558	1	98	0
RF00013	AAAP01001314	RF00380	BX571871	1	99	0
RF00013	AAAP01001314	RF00380	CP000325	100		0
RF00013	AAAP01001314	RF00557	AADV02000089	101		0
RF00013	AAAP01001314	RF00557	AARG01000006	1	102	0
RF00013	AAAP01001314	RF00557	AE009951	1	103	0
RF00013	AAAP01001314	RF01055	AALC02000040	1	104	0
RF00013	AAAP01001314	RF01055	AALD02000070	1	105	0
RF00013	AAAP01001314	RF01055	AALE02000011	1	106	0
RF00013	AAAP01001314	RF01055	AALF02000023	1	107	0
RF00013	AAAP01001314	RF01055	AAUB01000157	1	108	0
RF00013	AAAP01001314	RF01055	ABEJ01000007	109		0
RF00013	AAAP01001314	RF01055	AC150248	1	110	0
RF00013	AAAP01001314	RF01055	AM286415	1	111	0
RF00013	AAAP01001314	RF01055	AP008232	1	112	0
RF00013	AAAP01001314	RF01055	BX571864	1	113	0
RF00013	AAAP01001314	RF01055	BX950851	1	114	0
RF00013	AAAP01001314	RF01055	CP000507	1	115	0
RF00013	AAAP01001314	RF01055	CP000647	1	116	0
RF00013	AAAP01001314	RF01055	CP000653	1	117	0
RF00013	AAAP01001314	RF01685	AACY020008268	1	118	0
RF00013	AAAP01001314	RF01685	AACY020016197	1	119	0
RF00013	AAAP01001314	RF01685	AACY020065208	1	120	0
RF00013	AAAP01001314	RF01685	AACY020130858	1	121	0
RF00013	AAAP01001314	RF01685	AACY020157838	1	122	0
RF00013	AAAP01001314	RF01685	AACY020213873	1	123	0
RF00013	AAAP01001314	RF01685	AACY020234078	1	124	0
RF00013	AAAP01001314	RF01685	AACY020241607	1	125	0
RF00013	AAAP01001314	RF01685	AACY020277320	1	126	0
